match_number,team,opponent,RESULT,Accurate passes,Ball possession,Big chances,Big chances missed,Big chances scored,Big saves,Blocked shots,Clearances,Corner kicks,Dispossessed,Duels,Errors lead to a goal,Errors lead to a shot,Expected goals,Final third entries,Fouled in final third,Fouls,Free kicks,Goal kicks,Goalkeeper saves,Goals prevented,High claims,Hit woodwork,Interceptions,Offsides,Passes,Penalty saves,Punches,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Touches in penalty area,Yellow cards,Aerial duels_won,Aerial duels_lost,Crosses_won,Crosses_lost,Dribbles_won,Dribbles_lost,Final third phase_won,Final third phase_lost,Ground duels_won,Ground duels_lost,Long balls_won,Long balls_lost,REFEREE_Andy Madley,REFEREE_Anthony Taylor,REFEREE_Chris Kavanagh,REFEREE_Craig Pawson,REFEREE_Darren Bond,REFEREE_Darren England,REFEREE_David Coote,REFEREE_Jarred Gillett,REFEREE_John Brooks,REFEREE_Joshua Smith,REFEREE_Lewis Smith,REFEREE_Michael Oliver,REFEREE_Michael Salisbury,REFEREE_Peter Bankes,REFEREE_Robert Jones,REFEREE_Samuel Allison,REFEREE_Samuel Barrott,REFEREE_Simon Hooper,REFEREE_Stuart Attwell,REFEREE_Thomas Bramall,REFEREE_Tim Robinson,REFEREE_Tony Harrington
34,fulham,west-ham,1–1,316,0.55,4.0,3.0,1.0,,8,21,3,9,0.61,,,1.54,47,3.0,15,18,6,2.0,-0.12,,0,13,3.0,395,,,47,,17,8,5,4,30,0.63,,28,2.0,21,30,29,2.0,21,10,9,13,12,9,86,38,59,42,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,west-ham,fulham,1–1,258,0.45,1.0,1.0,0.0,,3,24,2,24,0.39,,,0.76,45,5.0,18,15,13,4.0,-0.21,,0,10,2.0,333,,,45,,7,5,3,4,18,0.56,,26,4.0,11,18,13,3.0,10,21,5,11,9,6,72,24,42,59,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,liverpool,forest,0–1,507,0.69,1.0,1.0,,2.0,3,16,7,9,0.45,,0.0,0.94,71,0.0,15,6,4,2.0,-0.26,,1,11,0.0,604,,0.0,48,,10,6,5,4,12,0.67,0.0,31,2.0,14,12,34,4.0,21,13,9,10,6,13,142,50,24,42,25,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,forest,liverpool,0–1,189,0.31,2.0,2.0,,0.0,0,30,2,7,0.55,,2.0,0.44,60,1.0,6,15,12,5.0,0.57,,0,11,5.0,273,,1.0,53,,3,2,3,2,22,0.68,1.0,20,5.0,5,22,5,4.0,13,21,0,6,6,5,59,41,42,24,22,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,man-city,brentford,2–1,485,0.54,2.0,1.0,1.0,0.0,5,12,12,12,0.36,2.0,1.0,2.17,52,2.0,9,3,3,5.0,1.28,0.0,1,5,1.0,544,,1.0,41,,10,6,7,8,12,0.42,1.0,19,5.0,18,12,51,3.0,6,11,1,14,3,8,243,39,18,31,25,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,brentford,man-city,2–1,398,0.46,1.0,0.0,1.0,1.0,1,22,3,6,0.64,1.0,0.0,0.96,36,0.0,3,8,6,5.0,0.09,1.0,1,9,1.0,468,,1.0,41,,6,2,5,2,20,0.75,1.0,9,5.0,8,20,20,1.0,11,6,6,6,3,6,55,25,31,18,29,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,aston-villa,everton,3–2,602,0.73,6.0,4.0,2.0,,3,9,6,16,0.47,1.0,1.0,2.12,97,3.0,10,12,1,0.0,-0.86,2.0,0,4,1.0,665,,0.0,44,,13,6,8,4,20,0.75,1.0,18,0.0,17,20,31,1.0,9,11,7,14,6,8,201,36,37,40,20,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,everton,aston-villa,3–2,182,0.27,2.0,1.0,1.0,,1,28,2,8,0.53,1.0,0.0,0.9,39,2.0,12,10,10,4.0,-0.64,0.0,1,6,3.0,240,,1.0,45,,5,3,2,1,24,0.67,1.0,13,4.0,6,24,15,4.0,11,9,6,6,7,12,39,26,40,37,21,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,bournemouth,chelsea,0–1,193,0.33,1.0,1.0,0.0,1.0,4,18,6,6,0.48,,1.0,1.77,57,3.0,16,8,2,2.0,0.17,0.0,2,10,4.0,276,0.0,1.0,63,,10,8,7,9,14,0.57,,17,2.0,19,14,28,6.0,15,11,4,13,9,6,64,47,32,40,22,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,chelsea,bournemouth,0–1,494,0.67,1.0,0.0,1.0,3.0,4,18,3,8,0.52,,0.0,0.77,50,2.0,9,16,10,7.0,2.48,1.0,0,6,3.0,579,1.0,1.0,56,,6,3,3,4,12,0.58,,23,7.0,10,12,21,8.0,11,15,1,7,12,6,96,29,40,32,19,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,tottenham,arsenal,0–1,437,0.64,0.0,0.0,0.0,2.0,6,24,7,8,0.46,,0.0,0.71,62,3.0,13,10,3,3.0,0.38,0.0,0,9,2.0,494,,2.0,45,,10,4,5,5,20,0.65,,22,3.0,15,20,29,5.0,14,15,8,23,7,13,147,27,37,44,14,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,arsenal,tottenham,0–1,213,0.36,2.0,1.0,1.0,1.0,3,32,6,12,0.54,,1.0,0.74,37,0.0,10,13,7,5.0,0.28,2.0,0,9,3.0,282,,0.0,43,,7,0,4,0,21,0.57,,16,5.0,7,21,24,3.0,15,14,4,9,12,8,54,30,44,37,19,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,wolves,newcastle,1–2,362,0.49,2.0,1.0,1.0,1.0,2,18,4,6,0.49,,0.0,1.23,50,0.0,17,6,8,4.0,-0.26,1.0,1,10,3.0,433,,,42,,10,5,5,2,23,0.61,2.0,21,4.0,12,23,27,3.0,8,13,5,16,15,8,76,27,44,42,28,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,newcastle,wolves,1–2,415,0.51,2.0,2.0,0.0,1.0,4,22,7,15,0.51,,1.0,1.52,63,1.0,6,16,6,4.0,0.26,1.0,1,5,2.0,471,,,38,,8,4,6,6,14,0.64,1.0,16,4.0,14,14,23,3.0,13,8,2,11,12,8,131,31,42,44,13,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,west-ham,chelsea,0–3,444,0.53,0.0,0.0,0.0,1.0,5,10,6,8,0.45,,0.0,0.85,68,3.0,17,9,4,2.0,-0.27,0.0,0,8,2.0,498,,1.0,50,,8,3,7,7,16,0.38,1.0,9,2.0,15,16,36,5.0,10,10,6,23,9,11,108,36,33,42,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,chelsea,west-ham,0–3,393,0.47,5.0,2.0,3.0,0.0,3,34,5,11,0.55,,1.0,2.19,37,0.0,9,17,7,7.0,0.82,3.0,0,8,1.0,454,,2.0,49,,11,4,5,1,19,0.47,2.0,8,7.0,12,19,32,2.0,10,10,3,5,6,5,68,23,42,33,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,aston-villa,wolves,3–1,393,0.53,5.0,2.0,3.0,1.0,3,15,6,12,0.47,1.0,,1.73,58,6.0,11,15,1,3.0,0.12,,0,5,1.0,447,,,43,,6,2,4,3,15,0.67,1.0,11,3.0,9,15,31,3.0,7,10,4,13,9,11,118,31,39,41,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,wolves,aston-villa,3–1,341,0.47,0.0,0.0,0.0,0.0,5,19,5,7,0.53,0.0,,0.51,26,2.0,16,11,7,0.0,-1.24,,0,10,5.0,398,,,40,,8,1,4,2,23,0.39,0.0,12,0.0,10,23,19,6.0,10,7,6,5,7,8,66,18,41,39,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,fulham,newcastle,3–1,283,0.39,5.0,3.0,2.0,0.0,2,21,6,2,0.44,0.0,1.0,2.29,54,1.0,16,8,12,4.0,0.04,1.0,1,6,1.0,344,,,44,,18,9,11,4,19,0.47,1.0,14,4.0,22,19,38,6.0,6,16,7,10,4,7,99,40,31,31,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,newcastle,fulham,3–1,506,0.61,1.0,1.0,0.0,2.0,3,15,0,14,0.56,2.0,1.0,1.54,52,1.0,8,16,11,8.0,0.17,0.0,0,10,6.0,560,,,45,,12,8,5,4,9,0.56,2.0,19,8.0,16,9,21,0.0,16,6,4,8,7,5,101,27,31,31,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,leicester,everton,1–1,389,0.59,2.0,1.0,1.0,1.0,3,13,6,9,0.56,,,0.66,55,4.0,11,12,8,4.0,0.48,1.0,0,4,2.0,460,,0.0,47,,10,7,2,2,24,0.71,0.0,25,4.0,12,24,29,1.0,17,12,8,21,8,9,105,40,44,36,25,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,everton,leicester,1–1,271,0.41,3.0,3.0,0.0,0.0,6,30,1,11,0.44,,,1.1,53,3.0,12,11,11,1.0,-0.03,2.0,1,9,5.0,335,,1.0,53,,13,6,5,4,18,0.72,3.0,24,1.0,17,18,25,2.0,12,17,4,10,7,13,83,33,36,44,27,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,liverpool,bournemouth,3–0,519,0.59,4.0,2.0,2.0,2.0,3,21,3,15,0.55,0.0,1.0,2.06,57,3.0,10,11,7,7.0,1.53,1.0,1,6,0.0,584,,0.0,52,,14,3,13,5,20,0.7,1.0,19,7.0,19,20,33,1.0,9,6,2,6,16,5,102,30,47,40,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,bournemouth,liverpool,3–0,332,0.41,2.0,2.0,0.0,2.0,4,16,9,8,0.45,1.0,0.0,1.08,42,3.0,12,9,2,9.0,0.84,1.0,1,7,3.0,389,,1.0,57,,12,9,6,7,20,0.55,1.0,19,9.0,19,20,32,4.0,6,9,4,20,11,12,80,25,40,47,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,southampton,ipswich,1–1,428,0.54,4.0,3.0,1.0,2.0,3,33,2,12,0.46,,,2.49,43,3.0,16,16,7,5.0,2.05,1.0,1,15,3.0,492,,,39,,9,5,3,2,16,0.44,3.0,10,5.0,11,16,23,4.0,9,18,0,9,10,5,59,23,41,41,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,ipswich,southampton,1–1,350,0.46,2.0,2.0,0.0,0.0,3,15,10,8,0.54,,,1.69,46,2.0,16,16,1,2.0,0.23,2.0,0,13,1.0,409,,,42,,8,4,6,5,17,0.47,1.0,14,2.0,13,17,24,4.0,18,9,5,18,8,8,86,33,41,41,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,tottenham,brentford,3–1,355,0.48,7.0,5.0,2.0,1.0,10,20,9,16,0.49,0.0,1.0,3.52,51,1.0,11,8,3,5.0,0.54,3.0,0,17,1.0,434,,1.0,71,,19,3,10,4,18,0.61,3.0,18,5.0,23,18,61,3.0,13,7,4,19,11,11,148,45,37,46,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,brentford,tottenham,3–1,393,0.52,2.0,2.0,0.0,0.0,0,26,4,10,0.51,1.0,2.0,0.8,47,1.0,9,11,10,6.0,-1.02,1.0,0,11,2.0,489,,0.0,65,,5,0,6,1,27,0.59,0.0,16,6.0,6,27,18,1.0,7,13,1,11,8,8,72,43,46,37,37,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,crystal-palace,man-utd,0–0,221,0.33,3.0,3.0,,3.0,2,30,4,8,0.53,,1.0,1.01,34,2.0,7,11,11,7.0,1.9,3.0,0,13,1.0,313,,,55,,7,3,4,2,22,0.45,0.0,9,7.0,9,22,16,3.0,13,18,6,8,4,6,45,27,37,27,24,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,man-utd,crystal-palace,0–0,547,0.67,5.0,5.0,,1.0,4,14,11,14,0.47,,0.0,1.7,72,2.0,12,6,4,4.0,0.52,0.0,3,9,0.0,639,,,50,,11,5,6,4,14,0.57,3.0,31,4.0,15,14,33,2.0,18,13,3,20,7,8,125,47,27,37,14,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,brighton,forest,2–2,475,0.7,2.0,1.0,1.0,,7,9,9,11,0.52,,,1.0,64,3.0,12,11,1,2.0,-0.32,1.0,0,7,0.0,542,,1.0,39,0.0,8,4,3,6,12,0.42,0.0,25,2.0,14,12,31,3.0,18,10,9,34,10,7,154,41,31,35,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,forest,brighton,2–2,169,0.3,2.0,0.0,2.0,,1,48,1,9,0.48,,,1.42,44,1.0,11,11,12,1.0,-0.91,0.0,0,8,4.0,245,,0.0,34,1.0,4,0,3,0,18,0.44,1.0,16,1.0,4,18,14,6.0,10,18,0,4,8,3,23,33,35,31,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,man-city,arsenal,2–2,644,0.77,5.0,3.0,2.0,,13,9,8,7,0.55,,1.0,2.18,54,3.0,7,10,3,1.0,-0.53,0.0,1,3,0.0,705,,,40,0.0,15,9,11,18,10,0.5,1.0,20,1.0,33,10,55,3.0,16,12,6,18,10,9,399,34,30,25,21,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,arsenal,man-city,2–2,148,0.23,3.0,2.0,1.0,,0,37,2,6,0.45,,1.0,0.67,34,1.0,10,6,12,9.0,0.22,3.0,0,4,1.0,208,,,41,1.0,4,2,3,1,16,0.63,0.0,5,9.0,5,16,8,6.0,12,16,3,4,4,4,25,25,25,30,14,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,newcastle,man-city,1–1,261,0.38,2.0,1.0,1.0,1.0,4,21,5,13,0.49,,1.0,1.57,45,1.0,14,10,8,5.0,0.36,1.0,0,10,1.0,331,,,54,,10,3,4,1,15,0.47,1.0,14,5.0,11,15,25,4.0,13,6,5,11,8,2,82,30,33,42,23,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,man-city,newcastle,1–1,490,0.62,1.0,0.0,1.0,0.0,6,20,6,8,0.51,,0.0,0.91,53,2.0,10,14,5,3.0,0.14,0.0,0,7,0.0,558,,,52,,12,4,6,4,15,0.73,3.0,14,3.0,16,15,40,4.0,6,13,2,17,13,7,173,34,42,33,18,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,arsenal,leicester,4–2,592,0.75,9.0,6.0,3.0,0.0,9,8,17,14,0.53,,0.0,4.6,62,2.0,11,6,3,1.0,-1.79,0.0,1,4,0.0,664,,0.0,46,,27,10,16,8,19,0.63,,19,1.0,35,19,77,2.0,18,15,9,29,18,10,289,51,43,39,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,leicester,arsenal,4–2,171,0.25,0.0,0.0,0.0,3.0,1,63,0,8,0.47,,2.0,0.32,18,1.0,6,11,10,13.0,1.74,1.0,0,6,1.0,232,,3.0,31,,5,1,3,0,24,0.58,,16,13.0,5,24,11,4.0,15,18,2,2,4,11,23,12,39,43,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,brentford,west-ham,1–1,425,0.57,1.0,1.0,0.0,1.0,3,20,7,8,0.54,,0.0,0.37,69,4.0,2,8,13,2.0,0.28,1.0,0,10,1.0,528,,1.0,44,,4,2,3,4,25,0.6,0.0,18,2.0,8,25,22,2.0,18,17,5,23,4,9,111,51,35,29,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,west-ham,brentford,1–1,316,0.43,1.0,0.0,1.0,0.0,6,37,6,17,0.46,,1.0,0.99,54,0.0,11,2,6,2.0,0.25,0.0,0,10,2.0,399,,0.0,55,,11,10,3,8,17,0.41,1.0,18,2.0,19,17,39,3.0,17,18,4,12,10,8,105,45,29,35,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,chelsea,brighton,4–2,288,0.41,7.0,5.0,2.0,2.0,3,17,8,4,0.51,2.0,0.0,4.16,38,2.0,11,8,8,4.0,-0.62,,2,7,6.0,376,,,67,,13,5,7,2,22,0.59,5.0,11,4.0,15,22,27,3.0,7,12,3,8,15,12,39,33,44,37,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,brighton,chelsea,4–2,476,0.59,3.0,1.0,2.0,0.0,5,12,2,8,0.49,2.0,2.0,1.11,68,3.0,8,11,7,2.0,-0.9,,0,12,2.0,552,,,56,,8,5,5,7,16,0.5,1.0,21,2.0,15,16,28,2.0,12,7,4,12,11,14,98,43,37,44,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,everton,crystal-palace,2–1,259,0.4,1.0,1.0,0.0,,2,22,5,16,0.48,,,0.89,53,3.0,13,9,8,3.0,-0.29,3.0,0,16,2.0,347,,0.0,57,,5,4,2,3,14,0.36,,22,3.0,8,14,16,2.0,28,20,7,16,8,9,76,52,31,43,27,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,crystal-palace,everton,2–1,435,0.6,1.0,0.0,1.0,,7,26,8,12,0.52,,,0.95,63,4.0,11,13,4,0.0,-1.41,0.0,0,8,0.0,535,,2.0,57,,11,5,5,6,25,0.68,,21,0.0,17,25,31,0.0,20,28,3,17,5,2,86,49,43,31,29,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,forest,fulham,0–1,278,0.41,0.0,,0.0,,5,22,6,6,0.57,,0.0,0.8,43,2.0,11,15,5,1.0,-0.22,0.0,0,9,7.0,351,,1.0,35,,6,5,1,5,8,0.38,1.0,13,1.0,11,8,33,2.0,18,7,5,21,4,1,84,38,27,27,11,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,fulham,forest,0–1,459,0.59,1.0,,1.0,,7,40,5,3,0.43,,1.0,1.33,60,2.0,15,11,6,1.0,0.01,1.0,0,9,1.0,527,,1.0,34,,10,5,2,4,7,0.29,1.0,10,1.0,14,7,24,4.0,7,18,4,19,9,5,126,31,27,27,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,wolves,liverpool,1–2,357,0.45,1.0,0.0,1.0,1.0,2,23,2,6,0.5,0.0,1.0,0.63,36,1.0,16,8,7,4.0,-0.48,2.0,0,9,1.0,426,,,49,,5,3,3,3,14,0.79,,15,4.0,8,14,18,2.0,10,10,3,12,7,4,63,32,29,29,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,liverpool,wolves,1–2,455,0.55,3.0,2.0,1.0,0.0,1,10,10,7,0.5,1.0,0.0,2.54,48,2.0,8,15,5,2.0,0.12,1.0,0,7,2.0,534,,,51,,8,3,6,2,10,0.9,,14,2.0,10,10,38,3.0,10,10,6,15,4,7,105,33,29,29,15,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ipswich,aston-villa,2–2,347,0.44,4.0,3.0,1.0,0.0,4,15,10,10,0.57,1.0,,1.18,54,2.0,10,14,5,1.0,-0.83,0.0,0,7,2.0,408,,,46,,10,6,5,5,18,0.5,1.0,12,1.0,15,18,22,4.0,10,7,3,14,10,5,69,28,40,30,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,aston-villa,ipswich,2–2,480,0.56,2.0,1.0,1.0,1.0,0,16,0,13,0.43,0.0,,0.82,83,3.0,14,10,10,3.0,0.38,1.0,0,5,1.0,542,,,38,,4,4,3,3,15,0.6,1.0,12,3.0,7,15,18,1.0,7,10,1,3,5,5,151,39,30,40,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,man-utd,tottenham,0–3,312,0.39,0.0,0.0,0.0,,4,16,5,1,0.56,,,0.96,54,2.0,16,14,10,7.0,0.46,1.0,1,17,2.0,395,,,54,1.0,10,5,2,1,27,0.56,0.0,9,7.0,11,27,25,5.0,6,8,6,15,2,6,83,38,40,28,28,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,tottenham,man-utd,0–3,562,0.61,9.0,6.0,3.0,,7,14,3,15,0.44,,,4.59,48,3.0,14,16,9,2.0,0.28,1.0,1,11,1.0,636,,,53,0.0,18,7,10,6,7,0.86,1.0,16,2.0,24,7,45,3.0,8,6,6,9,6,12,114,36,28,40,16,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,bournemouth,southampton,3–1,305,0.4,1.0,,1.0,1.0,6,17,6,15,0.44,,0.0,1.37,54,6.0,19,11,4,2.0,0.28,1.0,0,11,1.0,378,,0.0,60,,9,2,6,5,20,0.4,2.0,19,2.0,14,20,27,2.0,9,17,1,18,8,5,85,38,39,45,20,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,southampton,bournemouth,3–1,499,0.6,1.0,,1.0,1.0,3,22,4,12,0.56,,1.0,0.6,48,3.0,12,19,6,3.0,-1.38,1.0,0,8,1.0,577,,1.0,47,,6,3,3,3,20,0.6,0.0,23,3.0,9,20,16,5.0,17,9,3,11,7,8,81,30,45,39,23,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,crystal-palace,liverpool,0–1,209,0.32,2.0,2.0,0.0,1.0,0,25,3,6,0.38,,,0.64,47,1.0,7,15,10,3.0,-0.48,,0,5,1.0,300,,0.0,55,,3,4,5,6,8,0.75,1.0,10,3.0,9,8,9,4.0,7,27,1,8,4,7,48,43,27,28,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,liverpool,crystal-palace,0–1,549,0.68,4.0,3.0,1.0,0.0,5,16,8,8,0.62,,,1.4,69,2.0,15,7,7,5.0,1.16,,0,13,0.0,642,,2.0,56,,8,7,4,8,13,0.46,2.0,22,5.0,16,13,28,2.0,27,7,4,12,8,0,140,50,28,27,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,arsenal,southampton,3–1,483,0.59,4.0,2.0,2.0,0.0,10,10,13,10,0.52,0.0,0.0,2.83,61,2.0,10,9,1,1.0,-0.35,,1,9,1.0,536,,0.0,50,,20,13,6,9,16,0.75,1.0,18,1.0,29,16,65,0.0,9,15,6,26,14,5,199,33,39,30,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,southampton,arsenal,3–1,337,0.41,2.0,2.0,0.0,1.0,5,33,1,9,0.48,2.0,1.0,0.65,32,0.0,9,10,17,3.0,-0.34,,2,9,0.0,395,,1.0,33,,5,1,2,3,15,0.67,0.0,7,3.0,8,15,8,3.0,15,9,1,6,6,7,40,15,30,39,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,brentford,wolves,5–3,283,0.44,8.0,4.0,4.0,,3,32,10,9,0.52,,0.0,4.25,51,2.0,9,9,10,3.0,-1.58,1.0,0,6,5.0,365,,1.0,54,,14,4,12,5,16,0.5,1.0,11,3.0,19,16,46,2.0,22,20,13,14,5,8,88,38,30,28,28,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,wolves,brentford,5–3,376,0.56,1.0,1.0,0.0,,4,22,3,7,0.48,,1.0,1.05,59,2.0,10,9,10,7.0,-0.18,0.0,0,5,1.0,478,,0.0,48,,10,7,6,7,17,0.88,0.0,12,7.0,17,17,31,3.0,20,22,4,16,2,9,100,45,28,30,24,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,leicester,bournemouth,1–0,280,0.44,2.0,1.0,1.0,1.0,1,36,0,11,0.49,,,0.79,49,0.0,12,14,14,2.0,0.77,2.0,0,7,2.0,368,,,53,,3,3,2,3,14,0.71,2.0,26,2.0,6,14,13,4.0,21,17,1,5,6,11,39,33,34,41,33,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,bournemouth,leicester,1–0,362,0.56,5.0,5.0,0.0,0.0,6,20,9,10,0.51,,,2.16,63,3.0,14,11,8,1.0,-0.2,1.0,2,6,1.0,443,,,54,,15,11,2,4,22,0.64,0.0,17,1.0,19,22,34,1.0,17,21,8,22,9,4,118,42,41,34,20,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,man-city,fulham,3–2,575,0.58,1.0,1.0,0.0,1.0,8,19,8,10,0.51,,1.0,1.57,56,6.0,4,10,1,2.0,0.48,0.0,0,4,0.0,634,,,42,,10,5,7,10,10,0.7,1.0,10,2.0,20,10,39,2.0,7,6,6,10,11,13,194,45,31,31,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,fulham,man-city,3–2,392,0.42,5.0,3.0,2.0,1.0,4,22,3,4,0.49,,1.0,2.6,53,0.0,10,4,8,4.0,-1.72,1.0,0,7,3.0,452,,,38,,9,3,4,2,23,0.39,1.0,12,4.0,11,23,26,1.0,6,7,4,11,5,6,119,24,31,31,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,west-ham,ipswich,4–1,432,0.53,9.0,6.0,3.0,,4,18,5,7,0.45,0.0,0.0,3.79,45,1.0,12,5,7,2.0,-0.35,2.0,2,8,3.0,496,,1.0,55,,17,6,13,6,19,0.58,1.0,13,2.0,23,19,27,0.0,10,16,3,8,8,8,68,23,32,36,31,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ipswich,west-ham,4–1,361,0.47,2.0,2.0,0.0,,3,14,5,13,0.55,1.0,1.0,0.65,54,2.0,6,10,5,8.0,-0.7,5.0,0,6,1.0,430,,0.0,44,,5,4,2,4,15,0.73,0.0,24,8.0,9,15,16,1.0,16,10,3,12,11,6,81,36,36,32,25,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
